exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,id,t,tdum1,tdum2,tdum3,tdum4,tdum5,tdum6,tdum7,exp2
36,49,1,0,0,1,1,0,1,8,0,6.44413,129,6,0,0,0,0,0,1,0,1296
37,49,1,1,0,1,1,0,1,8,0,6.49072,129,7,0,0,0,0,0,0,1,1369
31,46,0,1,0,1,1,0,1,8,0,6.48311,130,1,1,0,0,0,0,0,0,961
32,45,0,1,0,1,1,0,1,8,0,6.52503,130,2,0,1,0,0,0,0,0,1024
33,46,0,1,0,1,1,0,1,8,0,6.608,130,3,0,0,1,0,0,0,0,1089
34,46,0,0,0,1,1,0,1,8,0,6.71538,130,4,0,0,0,1,0,0,0,1156
35,46,0,0,0,1,1,0,1,8,0,6.84055,130,5,0,0,0,0,1,0,0,1225
36,46,0,1,0,1,1,0,1,8,0,6.96979,130,6,0,0,0,0,0,1,0,1296
37,46,1,1,0,1,1,0,1,8,0,7.04752,130,7,0,0,0,0,0,0,1,1369
30,45,1,1,0,1,1,0,1,8,0,6.48311,131,1,1,0,0,0,0,0,0,900
31,43,1,1,0,1,1,0,1,8,0,6.55393,131,2,0,1,0,0,0,0,0,961
32,45,1,1,0,1,1,0,1,8,0,6.59987,131,3,0,0,1,0,0,0,0,1024
33,45,1,1,0,1,1,0,1,8,0,6.7093,131,4,0,0,0,1,0,0,0,1089
34,43,1,1,0,1,1,0,1,8,0,6.85646,131,5,0,0,0,0,1,0,0,1156
35,38,1,1,0,1,1,0,1,8,0,6.96791,131,6,0,0,0,0,0,1,0,1225
36,41,1,1,0,1,1,0,1,8,0,7.06219,131,7,0,0,0,0,0,0,1,1296
21,51,0,0,1,0,1,0,0,17,0,6.90575,132,1,1,0,0,0,0,0,0,441
22,51,0,0,1,0,1,0,0,17,0,6.90575,132,2,0,1,0,0,0,0,0,484
23,50,0,0,1,0,1,0,0,17,0,7.43838,132,3,0,0,1,0,0,0,0,529
24,50,0,0,1,0,1,0,0,17,0,7.49554,132,4,0,0,0,1,0,0,0,576
25,51,0,0,1,0,1,0,0,17,0,7.57558,132,5,0,0,0,0,1,0,0,625
26,46,0,0,1,0,1,0,0,17,0,7.64969,132,6,0,0,0,0,0,1,0,676
27,50,0,0,1,0,1,0,0,17,0,7.54697,132,7,0,0,0,0,0,0,1,729
19,51,1,1,1,1,1,0,1,12,1,6.32794,133,1,1,0,0,0,0,0,0,361
20,50,1,1,1,1,1,0,1,12,1,6.47697,133,2,0,1,0,0,0,0,0,400
21,50,1,1,1,1,1,0,1,12,1,6.58617,133,3,0,0,1,0,0,0,0,441
22,50,1,1,1,1,1,0,1,12,1,6.68461,133,4,0,0,0,1,0,0,0,484
23,50,1,1,1,1,1,0,1,12,1,6.68461,133,5,0,0,0,0,1,0,0,529
24,50,1,1,1,1,1,0,1,12,1,6.94119,133,6,0,0,0,0,0,1,0,576
25,40,1,1,1,1,1,0,1,12,1,7.04752,133,7,0,0,0,0,0,0,1,625
4,47,1,1,0,0,0,0,1,12,0,5.72031,134,1,1,0,0,0,0,0,0,16
5,48,1,1,0,0,0,0,1,12,0,5.95842,134,2,0,1,0,0,0,0,0,25
6,51,1,1,0,0,0,0,1,12,0,6.02102,134,3,0,0,1,0,0,0,0,36
7,49,1,1,0,0,0,0,1,12,0,6.21461,134,4,0,0,0,1,0,0,0,49
8,49,1,1,0,0,0,0,1,12,0,6.29157,134,5,0,0,0,0,1,0,0,64
9,48,1,1,0,0,0,0,1,12,0,6.37161,134,6,0,0,0,0,0,1,0,81
10,49,1,1,0,0,0,0,1,12,0,6.45362,134,7,0,0,0,0,0,0,1,100
15,49,0,0,0,0,1,0,0,12,0,6.65286,135,1,1,0,0,0,0,0,0,225
16,49,0,0,0,0,1,0,0,12,0,6.77422,135,2,0,1,0,0,0,0,0,256
17,47,0,0,0,0,1,0,0,12,0,7.09008,135,3,0,0,1,0,0,0,0,289
18,48,0,1,0,0,1,0,0,12,0,6.90776,135,4,0,0,0,1,0,0,0,324
19,48,0,1,0,0,1,0,0,12,0,7.10824,135,5,0,0,0,0,1,0,0,361
20,48,0,1,0,0,1,0,0,12,0,7.0282,135,6,0,0,0,0,0,1,0,400
21,48,0,1,0,0,1,0,0,12,0,7.31322,135,7,0,0,0,0,0,0,1,441
20,48,0,1,0,1,1,0,0,13,0,6.90575,136,1,1,0,0,0,0,0,0,400
21,51,0,1,0,1,1,0,0,13,0,6.57925,136,2,0,1,0,0,0,0,0,441
22,50,0,1,0,1,1,0,0,13,0,7.18311,136,3,0,0,1,0,0,0,0,484
23,51,0,1,0,1,1,0,0,13,0,7.31322,136,4,0,0,0,1,0,0,0,529
24,49,0,1,0,1,1,0,0,13,0,7.40853,136,5,0,0,0,0,1,0,0,576
25,47,0,0,0,1,1,0,0,13,0,7.38647,136,6,0,0,0,0,0,1,0,625
26,48,0,1,0,1,1,0,0,13,0,7.64779,136,7,0,0,0,0,0,0,1,676
23,49,1,1,0,1,1,0,0,11,0,6.63726,137,1,1,0,0,0,0,0,0,529
24,49,1,1,0,1,1,0,0,11,0,6.78559,137,2,0,1,0,0,0,0,0,576
25,49,1,1,0,1,1,0,0,11,0,6.91274,137,3,0,0,1,0,0,0,0,625
26,49,1,1,0,1,1,0,0,11,0,6.98286,137,4,0,0,0,1,0,0,0,676
27,50,1,1,0,1,1,0,0,11,0,6.95655,137,5,0,0,0,0,1,0,0,729
28,49,1,1,0,1,1,0,0,11,0,7.0193,137,6,0,0,0,0,0,1,0,784
29,50,1,1,0,1,1,0,0,11,0,7.25347,137,7,0,0,0,0,0,0,1,841
23,47,0,0,0,1,1,0,0,16,0,6.90575,138,1,1,0,0,0,0,0,0,529
24,48,0,0,0,1,1,0,0,16,0,6.90575,138,2,0,1,0,0,0,0,0,576
25,48,0,0,0,1,1,0,0,16,0,7.46737,138,3,0,0,1,0,0,0,0,625
26,49,0,0,0,1,1,0,0,16,0,7.50384,138,4,0,0,0,1,0,0,0,676
27,45,0,0,0,1,1,0,0,16,0,7.58579,138,5,0,0,0,0,1,0,0,729
28,48,0,0,0,1,1,0,0,16,0,7.66388,138,6,0,0,0,0,0,1,0,784
29,47,0,1,0,1,1,0,0,16,0,7.46737,138,7,0,0,0,0,0,0,1,841
4,51,0,0,0,0,0,0,0,16,0,6.43775,139,1,1,0,0,0,0,0,0,16
5,51,0,0,0,0,0,0,0,16,0,6.62007,139,2,0,1,0,0,0,0,0,25
6,51,0,0,0,0,0,0,0,16,0,6.62007,139,3,0,0,1,0,0,0,0,36
7,50,0,0,0,0,0,0,0,16,0,6.77422,139,4,0,0,0,1,0,0,0,49
8,51,0,0,0,0,0,0,0,16,0,7.1309,139,5,0,0,0,0,1,0,0,64
9,49,0,0,0,1,0,0,0,16,0,7.1507,139,6,0,0,0,0,0,1,0,81
10,49,0,0,0,1,1,0,0,16,0,7.24423,139,7,0,0,0,0,0,0,1,100
10,44,1,1,1,0,1,0,1,9,0,6.23048,140,1,1,0,0,0,0,0,0,100
11,48,1,1,1,0,1,0,1,9,0,6.33328,140,2,0,1,0,0,0,0,0,121
12,48,1,1,1,0,1,0,1,9,0,6.36475,140,3,0,0,1,0,0,0,0,144
13,49,1,1,1,0,1,0,1,9,0,6.45047,140,4,0,0,0,1,0,0,0,169
14,48,1,1,1,0,1,0,1,9,0,6.57228,140,5,0,0,0,0,1,0,0,196
15,38,1,1,1,0,1,0,1,9,0,6.99393,140,6,0,0,0,0,0,1,0,225
16,52,1,1,1,0,1,0,1,9,0,7.21891,140,7,0,0,0,0,0,0,1,256
15,46,1,1,0,0,1,0,0,8,0,5.8861,141,1,1,0,0,0,0,0,0,225
16,44,1,0,0,0,1,0,0,8,0,5.78383,141,2,0,1,0,0,0,0,0,256
17,45,1,0,0,0,1,0,0,8,0,5.99146,141,3,0,0,1,0,0,0,0,289
18,51,1,0,0,0,1,0,0,8,0,6.10925,141,4,0,0,0,1,0,0,0,324
19,50,1,0,0,0,1,0,0,8,0,6.32077,141,5,0,0,0,0,1,0,0,361
20,50,1,0,0,0,1,0,0,8,0,6.43775,141,6,0,0,0,0,0,1,0,400
21,49,1,0,0,0,1,0,0,8,0,6.50578,141,7,0,0,0,0,0,0,1,441
35,47,0,1,0,1,1,0,0,16,0,6.72143,142,1,1,0,0,0,0,0,0,1225
36,45,0,1,0,1,1,0,0,16,0,6.68085,142,2,0,1,0,0,0,0,0,1296
37,48,0,1,0,1,1,0,0,16,0,6.72623,142,3,0,0,1,0,0,0,0,1369
38,47,0,1,0,1,1,0,0,16,0,6.8773,142,4,0,0,0,1,0,0,0,1444
39,47,0,1,0,1,1,0,0,16,0,6.8773,142,5,0,0,0,0,1,0,0,1521
40,47,0,1,0,1,1,0,0,16,0,6.9613,142,6,0,0,0,0,0,1,0,1600
41,47,0,1,0,1,1,0,0,16,0,7.10906,142,7,0,0,0,0,0,0,1,1681
34,50,1,1,0,1,1,0,0,12,0,6.37161,143,1,1,0,0,0,0,0,0,1156
35,49,1,1,0,1,1,0,0,12,0,6.47697,143,2,0,1,0,0,0,0,0,1225
36,49,1,1,0,1,1,0,0,12,0,6.58617,143,3,0,0,1,0,0,0,0,1296
37,49,1,1,0,1,1,0,0,12,0,6.68461,143,4,0,0,0,1,0,0,0,1369
38,48,1,1,0,1,1,0,0,12,0,6.81344,143,5,0,0,0,0,1,0,0,1444
39,48,1,1,0,1,1,0,0,12,0,6.8773,143,6,0,0,0,0,0,1,0,1521
40,48,1,1,0,1,1,0,0,12,0,6.96602,143,7,0,0,0,0,0,0,1,1600
7,49,0,1,0,1,1,0,0,14,0,6.23048,144,1,1,0,0,0,0,0,0,49
8,50,0,1,0,1,1,0,0,14,0,6.30992,144,2,0,1,0,0,0,0,0,64
9,49,0,1,0,1,1,0,0,14,0,6.39693,144,3,0,0,1,0,0,0,0,81
10,49,0,1,0,0,1,0,0,14,0,6.62007,144,4,0,0,0,1,0,0,0,100
11,49,0,1,0,0,1,0,0,14,0,6.77422,144,5,0,0,0,0,1,0,0,121
12,48,0,1,0,0,1,0,0,14,0,6.74993,144,6,0,0,0,0,0,1,0,144
13,48,0,1,0,0,1,0,0,14,0,7.17012,144,7,0,0,0,0,0,0,1,169
19,48,0,0,0,1,1,0,0,16,0,6.77422,145,1,1,0,0,0,0,0,0,361
20,49,0,1,0,1,1,0,0,16,0,6.90575,145,2,0,1,0,0,0,0,0,400
21,49,0,1,0,1,1,0,0,16,0,7.31322,145,3,0,0,1,0,0,0,0,441
22,49,0,0,0,1,1,0,0,16,0,7.49554,145,4,0,0,0,1,0,0,0,484
23,49,0,0,0,1,1,0,0,16,0,6.91374,145,5,0,0,0,0,1,0,0,529
24,49,0,1,0,1,1,0,0,16,0,7.10988,145,6,0,0,0,0,0,1,0,576
25,49,0,0,0,1,1,0,0,16,0,7.39817,145,7,0,0,0,0,0,0,1,625
36,48,0,1,0,0,1,0,0,15,0,6.90575,146,1,1,0,0,0,0,0,0,1296
37,48,0,1,0,0,1,0,0,15,0,6.90575,146,2,0,1,0,0,0,0,0,1369
38,48,0,1,0,0,1,0,0,15,0,7.1309,146,3,0,0,1,0,0,0,0,1444
39,48,0,1,0,0,1,0,0,15,0,7.17012,146,4,0,0,0,1,0,0,0,1521
40,48,0,1,0,0,1,0,0,15,0,7.24423,146,5,0,0,0,0,1,0,0,1600
41,48,0,1,0,0,1,0,0,15,0,7.31322,146,6,0,0,0,0,0,1,0,1681
42,48,0,1,0,0,1,0,0,15,0,7.40853,146,7,0,0,0,0,0,0,1,1764
12,47,0,1,0,0,1,0,0,12,0,6.47697,147,1,1,0,0,0,0,0,0,144
13,48,0,1,0,0,1,0,0,12,0,6.61338,147,2,0,1,0,0,0,0,0,169
14,48,0,1,0,0,1,0,0,12,0,6.72143,147,3,0,0,1,0,0,0,0,196
15,48,0,0,0,0,1,0,0,12,0,7.00307,147,4,0,0,0,1,0,0,0,225
16,47,0,1,0,0,1,0,0,12,0,7.00307,147,5,0,0,0,0,1,0,0,256
17,49,0,1,0,0,1,0,0,12,0,7.19818,147,6,0,0,0,0,0,1,0,289
18,47,0,1,0,0,1,0,0,12,0,7.21008,147,7,0,0,0,0,0,0,1,324
4,45,1,0,0,1,1,0,0,14,0,5.75257,148,1,1,0,0,0,0,0,0,16
5,50,0,0,0,1,1,0,0,14,0,5.75257,148,2,0,1,0,0,0,0,0,25
6,50,0,0,0,1,1,0,0,14,0,6.23441,148,3,0,0,1,0,0,0,0,36
7,47,0,0,0,1,1,0,0,14,0,6.47697,148,4,0,0,0,1,0,0,0,49
8,51,0,0,0,1,1,0,0,14,0,6.62007,148,5,0,0,0,0,1,0,0,64
9,50,0,0,0,1,1,0,0,14,0,6.95655,148,6,0,0,0,0,0,1,0,81
10,49,0,0,0,1,1,0,0,14,0,6.86693,148,7,0,0,0,0,0,0,1,100
6,36,0,0,0,1,1,0,1,16,0,6.53669,149,1,1,0,0,0,0,0,0,36
7,36,0,0,0,1,1,0,1,16,0,6.84162,149,2,0,1,0,0,0,0,0,49
8,36,0,0,0,1,1,0,1,16,0,6.68461,149,3,0,0,1,0,0,0,0,64
9,36,0,0,0,1,0,0,1,16,0,6.84055,149,4,0,0,0,1,0,0,0,81
10,39,0,0,0,1,0,0,1,16,0,6.90776,149,5,0,0,0,0,1,0,0,100
11,36,0,0,0,1,0,0,1,16,0,6.85646,149,6,0,0,0,0,0,1,0,121
12,37,0,0,0,1,0,0,1,16,0,6.90776,149,7,0,0,0,0,0,0,1,144
16,48,1,0,0,1,1,0,1,12,0,6.27099,150,1,1,0,0,0,0,0,0,256
17,37,1,1,0,1,1,0,1,12,0,6.53959,150,2,0,1,0,0,0,0,0,289
18,32,1,1,0,1,1,0,1,12,0,6.56667,150,3,0,0,1,0,0,0,0,324
19,47,1,1,0,1,1,0,1,12,0,6.59578,150,4,0,0,0,1,0,0,0,361
20,40,1,1,0,1,1,0,1,12,0,6.83841,150,5,0,0,0,0,1,0,0,400
21,42,1,1,0,1,1,0,1,12,0,6.94022,150,6,0,0,0,0,0,1,0,441
22,5,1,1,0,1,1,0,1,12,0,6.80351,150,7,0,0,0,0,0,0,1,484
20,50,1,0,1,0,1,0,0,16,0,6.30992,151,1,1,0,0,0,0,0,0,400
21,50,1,0,1,0,1,0,0,16,0,6.43294,151,2,0,1,0,0,0,0,0,441
22,46,1,0,1,0,1,0,0,16,0,6.48158,151,3,0,0,1,0,0,0,0,484
23,49,1,0,1,0,1,0,0,16,0,6.60665,151,4,0,0,0,1,0,0,0,529
24,50,1,0,1,0,1,0,0,16,0,6.63332,151,5,0,0,0,0,1,0,0,576
25,48,0,0,1,0,1,0,0,16,0,6.74524,151,6,0,0,0,0,0,1,0,625
26,46,1,0,1,0,1,0,0,16,0,6.82763,151,7,0,0,0,0,0,0,1,676
4,50,1,0,1,0,1,0,0,8,1,5.4161,152,1,1,0,0,0,0,0,0,16
5,44,1,0,1,0,1,0,0,8,1,5.45959,152,2,0,1,0,0,0,0,0,25
6,48,1,0,1,0,1,0,0,8,1,5.45959,152,3,0,0,1,0,0,0,0,36
7,43,1,0,1,0,0,0,0,8,1,5.57973,152,4,0,0,0,1,0,0,0,49
8,6,1,0,1,0,0,0,0,8,1,5.70378,152,5,0,0,0,0,1,0,0,64
9,6,1,0,1,0,0,0,0,8,1,5.70378,152,6,0,0,0,0,0,1,0,81
10,35,1,0,1,0,0,0,0,8,1,5.70378,152,7,0,0,0,0,0,0,1,100
13,49,1,0,0,1,1,0,0,12,0,6.22456,153,1,1,0,0,0,0,0,0,169
14,37,1,0,0,1,1,0,0,12,0,6.30992,153,2,0,1,0,0,0,0,0,196
15,49,1,0,0,1,1,0,0,12,0,6.30992,153,3,0,0,1,0,0,0,0,225
16,48,1,0,0,1,1,0,0,12,0,6.38519,153,4,0,0,0,1,0,0,0,256
17,22,1,0,0,1,1,0,0,12,0,6.43455,153,5,0,0,0,0,1,0,0,289
18,50,1,0,0,1,1,0,0,12,0,6.55108,153,6,0,0,0,0,0,1,0,324
19,48,1,0,0,1,0,0,0,12,0,6.68461,153,7,0,0,0,0,0,0,1,361
12,50,0,0,1,1,0,0,0,17,0,6.74524,154,1,1,0,0,0,0,0,0,144
13,44,0,0,1,1,0,0,0,17,0,6.72743,154,2,0,1,0,0,0,0,0,169
14,50,0,0,1,1,0,0,0,17,0,6.88244,154,3,0,0,1,0,0,0,0,196
15,45,0,0,1,1,1,0,0,17,0,6.92756,154,4,0,0,0,1,0,0,0,225
16,44,0,0,1,1,0,0,0,17,0,6.89972,154,5,0,0,0,0,1,0,0,256
17,51,0,0,1,1,0,0,0,17,0,7.02731,154,6,0,0,0,0,0,1,0,289
18,49,0,0,1,1,0,0,0,17,0,7.1309,154,7,0,0,0,0,0,0,1,324
3,49,0,0,0,1,1,0,0,16,0,6.52209,155,1,1,0,0,0,0,0,0,9
4,46,0,0,0,1,1,0,0,16,0,6.68461,155,2,0,1,0,0,0,0,0,16
5,48,0,0,0,1,1,0,0,16,0,6.80239,155,3,0,0,1,0,0,0,0,25
6,48,0,0,0,1,1,0,0,16,0,7.00307,155,4,0,0,0,1,0,0,0,36
7,48,0,0,0,1,1,0,0,16,0,7.00307,155,5,0,0,0,0,1,0,0,49
8,48,0,0,0,1,1,0,0,16,0,7.27932,155,6,0,0,0,0,0,1,0,64
9,48,0,1,0,1,1,0,0,16,0,7.37776,155,7,0,0,0,0,0,0,1,81
33,47,0,0,0,0,1,0,0,13,0,6.65286,156,1,1,0,0,0,0,0,0,1089
34,47,0,0,0,0,1,0,0,13,0,6.77422,156,2,0,1,0,0,0,0,0,1156
35,47,0,0,0,0,1,0,0,13,0,6.80239,156,3,0,0,1,0,0,0,0,1225
36,47,0,0,0,0,1,0,0,13,0,6.85646,156,4,0,0,0,1,0,0,0,1296
37,48,0,0,0,0,1,0,0,13,0,7.00307,156,5,0,0,0,0,1,0,0,1369
38,48,1,0,0,0,1,0,0,13,0,7.09008,156,6,0,0,0,0,0,1,0,1444
39,48,1,0,0,0,1,0,0,13,0,7.06902,156,7,0,0,0,0,0,0,1,1521
8,48,1,1,0,0,1,0,1,12,0,6.54535,157,1,1,0,0,0,0,0,0,64
9,51,0,1,0,0,1,0,1,12,0,6.45362,157,2,0,1,0,0,0,0,0,81
10,49,0,1,0,0,1,0,1,12,0,6.57786,157,3,0,0,1,0,0,0,0,100
11,49,0,1,0,0,1,0,1,12,0,6.67456,157,4,0,0,0,1,0,0,0,121
12,50,1,1,0,0,1,0,1,12,0,6.77308,157,5,0,0,0,0,1,0,0,144
13,50,0,1,0,0,1,0,1,12,0,6.86901,157,6,0,0,0,0,0,1,0,169
14,50,1,1,0,0,1,0,1,12,0,6.90776,157,7,0,0,0,0,0,0,1,196
29,46,1,1,0,1,1,0,0,12,0,6.63857,158,1,1,0,0,0,0,0,0,841
30,47,1,1,0,1,1,0,0,12,0,6.68461,158,2,0,1,0,0,0,0,0,900
31,47,1,1,0,1,1,0,0,12,0,6.7334,158,3,0,0,1,0,0,0,0,961
32,47,1,1,0,1,1,0,0,12,0,6.88244,158,4,0,0,0,1,0,0,0,1024
33,47,1,1,0,1,1,0,0,12,0,6.9256,158,5,0,0,0,0,1,0,0,1089
34,47,1,1,0,1,1,0,0,12,0,7.04141,158,6,0,0,0,0,0,1,0,1156
35,47,1,1,0,1,1,0,0,12,0,7.08841,158,7,0,0,0,0,0,0,1,1225
30,49,0,1,0,0,1,0,0,12,0,6.55108,159,1,1,0,0,0,0,0,0,900
31,49,0,1,0,0,1,0,0,12,0,6.58617,159,2,0,1,0,0,0,0,0,961
32,49,0,0,0,0,1,0,0,12,0,6.65286,159,3,0,0,1,0,0,0,0,1024
33,52,0,1,0,0,1,0,0,12,0,6.43775,159,4,0,0,0,1,0,0,0,1089
34,48,0,1,0,0,1,0,0,12,0,6.62007,159,5,0,0,0,0,1,0,0,1156
35,50,0,1,0,0,1,0,0,12,0,6.80239,159,6,0,0,0,0,0,1,0,1225
36,49,1,1,0,0,1,0,1,12,0,6.68461,159,7,0,0,0,0,0,0,1,1296
25,38,0,0,0,1,1,0,1,17,0,6.62007,160,1,1,0,0,0,0,0,0,625
26,40,0,0,0,1,1,0,1,17,0,6.80239,160,2,0,1,0,0,0,0,0,676
27,39,0,0,0,1,1,0,1,17,0,6.85646,160,3,0,0,1,0,0,0,0,729
28,38,0,0,0,1,1,0,1,17,0,6.90776,160,4,0,0,0,1,0,0,0,784
29,39,0,0,0,1,1,0,1,17,0,6.95655,160,5,0,0,0,0,1,0,0,841
30,39,0,0,0,1,1,0,1,17,0,7.09008,160,6,0,0,0,0,0,1,0,900
31,35,0,0,0,1,1,0,1,17,0,7.1507,160,7,0,0,0,0,0,0,1,961
9,50,1,0,0,0,1,0,0,12,0,6.10925,161,1,1,0,0,0,0,0,0,81
10,52,1,0,0,0,1,0,0,12,0,6.21461,161,2,0,1,0,0,0,0,0,100
11,52,1,0,0,0,1,0,0,12,0,6.21461,161,3,0,0,1,0,0,0,0,121
12,52,1,0,0,0,1,0,0,12,0,6.5582,161,4,0,0,0,1,0,0,0,144
13,52,1,0,0,0,1,0,0,12,0,6.66568,161,5,0,0,0,0,1,0,0,169
14,46,1,0,0,0,1,0,0,12,0,6.86171,161,6,0,0,0,0,0,1,0,196
15,52,1,0,0,0,1,0,0,12,0,6.97073,161,7,0,0,0,0,0,0,1,225
8,50,1,0,0,1,1,0,0,12,0,5.743,162,1,1,0,0,0,0,0,0,64
9,38,1,0,0,1,1,0,0,12,0,6.05209,162,2,0,1,0,0,0,0,0,81
10,49,0,0,0,1,1,0,0,12,0,6.07993,162,3,0,0,1,0,0,0,0,100
11,49,1,0,0,1,1,0,0,12,0,6.30992,162,4,0,0,0,1,0,0,0,121
12,51,1,0,0,1,1,0,0,12,0,6.39693,162,5,0,0,0,0,1,0,0,144
13,51,1,0,0,1,1,0,0,12,0,6.47697,162,6,0,0,0,0,0,1,0,169
14,49,1,0,0,1,0,0,0,12,0,6.51471,162,7,0,0,0,0,0,0,1,196
10,50,1,1,1,1,1,0,1,12,0,6.04025,163,1,1,0,0,0,0,0,0,100
11,52,1,1,1,1,1,0,1,12,0,6.18415,163,2,0,1,0,0,0,0,0,121
12,51,1,1,1,1,1,0,1,12,0,6.21461,163,3,0,0,1,0,0,0,0,144
13,49,1,1,1,1,1,0,1,12,0,6.30992,163,4,0,0,0,1,0,0,0,169
14,49,1,1,1,1,1,0,1,12,0,6.4552,163,5,0,0,0,0,1,0,0,196
15,50,1,1,1,1,1,0,1,12,0,6.52209,163,6,0,0,0,0,0,1,0,225
16,49,1,1,1,1,1,0,1,12,0,6.64249,163,7,0,0,0,0,0,0,1,256
10,49,1,1,1,1,0,1,0,11,1,6.07304,164,1,1,0,0,0,0,0,0,100
11,46,1,1,1,1,0,1,0,11,1,6.19441,164,2,0,1,0,0,0,0,0,121
12,50,1,1,1,1,0,1,0,11,1,6.31897,164,3,0,0,1,0,0,0,0,144
13,50,1,1,1,1,0,1,0,11,1,6.39526,164,4,0,0,0,1,0,0,0,169
14,46,1,1,1,1,0,1,0,11,1,6.47697,164,5,0,0,0,0,1,0,0,196
15,45,1,1,1,1,0,1,0,11,1,6.59715,164,6,0,0,0,0,0,1,0,225
16,41,1,1,1,1,0,1,0,11,1,6.69208,164,7,0,0,0,0,0,0,1,256
37,50,1,1,0,0,1,0,1,12,0,6.17794,165,1,1,0,0,0,0,0,0,1369
38,50,1,1,0,0,1,0,1,12,0,6.31716,165,2,0,1,0,0,0,0,0,1444
39,50,1,1,0,0,1,0,1,12,0,6.41182,165,3,0,0,1,0,0,0,0,1521
40,50,1,1,0,0,1,0,1,12,0,6.39693,165,4,0,0,0,1,0,0,0,1600
41,40,1,1,0,0,1,0,1,12,0,6.51471,165,5,0,0,0,0,1,0,0,1681
42,48,1,1,0,0,1,0,1,12,0,6.61338,165,6,0,0,0,0,0,1,0,1764
43,45,1,1,0,0,1,0,1,12,0,6.67834,165,7,0,0,0,0,0,0,1,1849
10,50,0,0,0,1,1,0,0,15,0,6.71538,166,1,1,0,0,0,0,0,0,100
11,48,0,0,0,1,1,0,0,15,0,6.78559,166,2,0,1,0,0,0,0,0,121
12,48,0,0,0,1,1,0,0,15,0,6.88449,166,3,0,0,1,0,0,0,0,144
13,47,0,0,0,1,1,0,0,15,0,7.00307,166,4,0,0,0,1,0,0,0,169
14,43,0,0,0,1,1,0,0,15,0,7.09008,166,5,0,0,0,0,1,0,0,196
15,49,0,0,0,1,1,0,0,15,0,7.17012,166,6,0,0,0,0,0,1,0,225
16,48,0,0,0,1,1,0,0,15,0,7.29302,166,7,0,0,0,0,0,0,1,256
10,20,1,0,0,0,0,1,0,10,0,5.01064,167,1,1,0,0,0,0,0,0,100
11,30,1,0,0,0,0,1,0,10,0,5.01064,167,2,0,1,0,0,0,0,0,121
12,36,1,0,0,0,0,1,0,10,0,5.52146,167,3,0,0,1,0,0,0,0,144
13,52,1,0,0,0,0,1,0,10,0,5.66988,167,4,0,0,0,1,0,0,0,169
14,52,1,0,0,0,0,1,0,10,0,5.73657,167,5,0,0,0,0,1,0,0,196
15,29,1,0,0,0,0,1,0,10,0,5.81413,167,6,0,0,0,0,0,1,0,225
16,40,1,0,0,0,0,1,0,10,0,5.81413,167,7,0,0,0,0,0,0,1,256
3,40,0,0,0,1,1,0,0,17,0,6.23245,168,1,1,0,0,0,0,0,0,9
4,42,0,0,0,1,1,0,0,17,0,6.57925,168,2,0,1,0,0,0,0,0,16
5,44,0,0,0,1,1,0,1,17,0,6.65286,168,3,0,0,1,0,0,0,0,25
6,48,0,0,0,1,1,0,1,17,0,6.74524,168,4,0,0,0,1,0,0,0,36
7,48,0,0,0,1,1,0,0,17,0,7.49554,168,5,0,0,0,0,1,0,0,49
8,48,0,0,0,1,1,0,0,17,0,8.16052,168,6,0,0,0,0,0,1,0,64
9,50,0,0,0,1,1,0,0,17,0,8.3082,168,7,0,0,0,0,0,0,1,81
25,50,0,0,1,0,1,0,0,17,0,6.90575,169,1,1,0,0,0,0,0,0,625
26,50,0,0,1,0,1,0,0,17,0,6.90575,169,2,0,1,0,0,0,0,0,676
27,51,0,0,1,0,1,0,0,17,0,7.40853,169,3,0,0,1,0,0,0,0,729
28,51,0,0,1,0,1,0,0,17,0,7.46737,169,4,0,0,0,1,0,0,0,784
29,51,0,0,1,0,1,0,0,17,0,7.52294,169,5,0,0,0,0,1,0,0,841
30,49,0,0,1,0,1,0,0,17,0,7.46737,169,6,0,0,0,0,0,1,0,900
31,50,0,0,1,0,1,0,0,17,0,7.57558,169,7,0,0,0,0,0,0,1,961
24,39,1,0,1,0,1,0,0,9,0,5.67332,170,1,1,0,0,0,0,0,0,576
25,47,1,0,1,0,1,0,0,9,0,5.7462,170,2,0,1,0,0,0,0,0,625
26,49,1,0,1,0,1,0,0,9,0,5.82895,170,3,0,0,1,0,0,0,0,676
27,50,1,0,1,0,1,0,0,9,0,6.07993,170,4,0,0,0,1,0,0,0,729
28,52,1,0,1,0,1,0,0,9,0,5.99146,170,5,0,0,0,0,1,0,0,784
29,49,1,0,1,0,1,0,0,9,0,5.99146,170,6,0,0,0,0,0,1,0,841
30,49,1,0,1,0,1,0,0,9,0,6.13773,170,7,0,0,0,0,0,0,1,900
12,51,1,0,0,1,0,0,0,12,1,5.99146,171,1,1,0,0,0,0,0,0,144
13,51,1,0,0,1,0,0,0,12,1,5.92693,171,2,0,1,0,0,0,0,0,169
14,50,1,0,0,1,0,0,0,12,1,6.07993,171,3,0,0,1,0,0,0,0,196
15,49,0,0,0,1,0,0,0,12,1,6.07993,171,4,0,0,0,1,0,0,0,225
16,45,0,0,0,1,0,0,0,12,1,6.2634,171,5,0,0,0,0,1,0,0,256
17,52,0,0,0,1,0,0,0,12,1,6.43775,171,6,0,0,0,0,0,1,0,289
