"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","UGA","Uganda","1991","1991",19.01113,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","UGA","Uganda","1993","1993",16.19213,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","UGA","Uganda","1995","1995",20.23403,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","UGA","Uganda","1997","1997",18.40688,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","UGA","Uganda","2004","2004",18.47639,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","UGA","Uganda","2007","2007",18.46583,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","1990","1990",16.75527,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","1991","1991",16.88757,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","1992","1992",17.18612,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","1993","1993",17.48073,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","1994","1994",17.69724,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","1995","1995",18.04647,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","1996","1996",18.24861,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","1997","1997",18.55475,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","1998","1998",18.7166,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","1999","1999",18.73995,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2000","2000",19.13152,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2001","2001",19.74329,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2002","2002",19.71551,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2003","2003",19.55502,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2004","2004",19.62321,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2005","2005",19.27619,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2006","2006",18.93837,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2007","2007",18.52207,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2008","2008",18.08175,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2009","2009",17.83929,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2010","2010",17.82733,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2011","2011",17.94427,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2012","2012",18.03852,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2013","2013",18.77468,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2014","2014",18.65517,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2015","2015",18.39813,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40030","Middle income countries","2016","2016",17.99974,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","1990","1990",27.20191,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","1991","1991",27.79557,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","1992","1992",28.43142,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","1993","1993",29.12761,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","1994","1994",29.70559,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","1995","1995",30.41993,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","1996","1996",30.89319,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","1997","1997",31.39388,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","1998","1998",31.75861,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","1999","1999",32.09985,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2000","2000",32.13813,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2001","2001",31.94712,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2002","2002",30.89944,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2003","2003",30.69639,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2004","2004",30.66649,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2005","2005",29.06135,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2006","2006",28.08358,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2007","2007",27.05171,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2008","2008",26.14504,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2009","2009",25.05638,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2010","2010",25.15696,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2011","2011",25.66757,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2012","2012",25.58767,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2013","2013",29.16009,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2014","2014",29.83772,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2015","2015",29.66393,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40535","South and West Asia","2016","2016",27.59378,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","1990","1990",15.76095,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","1991","1991",15.65999,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","1992","1992",15.74579,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","1993","1993",15.77525,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","1994","1994",15.78976,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","1995","1995",16.20899,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","1996","1996",16.61943,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","1997","1997",17.02941,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","1998","1998",17.20928,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","1999","1999",17.14823,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2000","2000",17.64479,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2001","2001",18.64903,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2002","2002",18.49725,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2003","2003",18.37594,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2004","2004",18.23974,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2005","2005",17.84091,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2006","2006",17.33144,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2007","2007",16.61718,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2008","2008",16.18134,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2009","2009",16.07979,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2010","2010",15.77725,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2011","2011",15.9389,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2012","2012",15.74323,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2013","2013",15.98265,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2014","2014",15.54801,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2015","2015",15.09599,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40515","East Asia and the Pacific","2016","2016",14.77071,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","1990","1990",24.06675,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","1991","1991",24.12158,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","1992","1992",24.06418,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","1993","1993",24.13514,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","1994","1994",24.43718,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","1995","1995",25.33952,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","1996","1996",25.47076,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","1997","1997",25.7276,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","1998","1998",25.98689,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","1999","1999",26.01304,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2000","2000",25.72993,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2001","2001",25.73059,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2002","2002",26.15618,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2003","2003",26.02036,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2004","2004",27.22319,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2005","2005",27.45296,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2006","2006",26.28821,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2007","2007",25.5225,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2008","2008",24.572,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2009","2009",24.08578,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2010","2010",24.1497,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2011","2011",21.96162,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2012","2012",24.04979,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2013","2013",22.35307,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2014","2014",21.76079,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2015","2015",21.52874,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40540","Sub-Saharan Africa","2016","2016",22.18059,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","1995","1995",11.792,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","1996","1996",11.67936,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","1997","1997",11.62544,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","1998","1998",11.64005,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","1999","1999",11.64009,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2000","2000",11.66234,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2001","2001",11.75867,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2002","2002",11.75273,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2003","2003",11.81948,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2004","2004",11.61367,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2005","2005",11.44118,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2006","2006",11.15231,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2007","2007",10.95349,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2008","2008",10.83531,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2009","2009",10.73443,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2010","2010",10.7343,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2011","2011",10.62255,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2012","2012",10.48451,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2013","2013",11.17532,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2014","2014",11.0869,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2015","2015",10.86942,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40530","Central and Eastern Europe","2016","2016",10.85237,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","1990","1990",13.5045,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","1991","1991",13.28975,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","1992","1992",13.18993,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","1993","1993",13.20495,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","1994","1994",13.30322,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","1995","1995",13.36754,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","1996","1996",13.32642,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","1997","1997",13.33851,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","1998","1998",13.50476,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","1999","1999",13.52551,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2000","2000",13.25707,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2001","2001",13.28491,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2002","2002",13.21759,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2003","2003",13.22338,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2004","2004",13.14124,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2005","2005",13.04982,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2006","2006",12.97898,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2007","2007",12.8172,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2008","2008",12.78087,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2009","2009",12.68272,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2010","2010",12.65025,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2011","2011",12.91842,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2012","2012",13.06254,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2013","2013",13.29766,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2014","2014",13.32088,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2015","2015",13.26063,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40500","North America and Western Europe","2016","2016",13.22261,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","1990","1990",10.11511,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","1991","1991",9.944,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","1992","1992",9.85144,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","1993","1993",9.72577,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","1994","1994",9.64303,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","1995","1995",9.78741,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","1996","1996",9.80352,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","1997","1997",9.99599,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","1998","1998",10.22892,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","1999","1999",10.36783,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2000","2000",10.56933,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2001","2001",10.90158,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2002","2002",11.34353,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2003","2003",11.46817,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2004","2004",11.43342,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2005","2005",11.56415,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2006","2006",11.4213,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2007","2007",11.40889,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2008","2008",11.20962,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2009","2009",11.17493,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2010","2010",11.39445,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2011","2011",11.40846,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2012","2012",11.15742,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2013","2013",10.72661,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2014","2014",10.40016,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2015","2015",10.17869,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40505","Central Asia","2016","2016",9.18975,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","1990","1990",14.51222,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","1991","1991",14.49281,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","1992","1992",14.64549,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","1993","1993",14.78552,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","1994","1994",14.85068,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","1995","1995",15.21584,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","1996","1996",15.45136,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","1997","1997",15.75405,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","1998","1998",15.85585,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","1999","1999",15.8678,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2000","2000",16.28144,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2001","2001",17.16346,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2002","2002",17.22379,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2003","2003",16.87991,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2004","2004",16.8393,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2005","2005",16.74528,"‡","UIS Estimation"
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2006","2006",16.52975,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2007","2007",16.05161,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2008","2008",15.71937,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2009","2009",15.57455,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2010","2010",15.43581,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2011","2011",15.25654,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2012","2012",14.91867,,
"PTRHC_2T3","Pupil-teacher ratio in secondary education (headcount basis)","40043","Upper middle income countries","2013","2013",15.4397,,
